RSK_ELMN_NM,RSK_ELMN_GRD,RN_1HR,AIRTP,LOT,LAT,LOTNO_ADDR,ROAD_NM_ADDR
SF20302,F,.5,0,127.2411077968,38.2422032925,강원특별자치도 철원군 동송읍 대위리 365-1,강원도 철원군 동송읍 오덕로 397 
SF20302,J,.5,-1,127.3949187022,38.1682972553,강원특별자치도 철원군 서면 자등리 산 139-1,강원도 철원군 철원읍 태봉로 666-49 
SF20304,J,.5,-1,127.4275786293,38.1675474725,강원특별자치도 철원군 서면 자등리 797,강원도 철원군 철원읍 태봉로 356 삼성아파트
SF20302,J,.5,-1,127.391195904,38.168968752,강원특별자치도 철원군 서면 자등리 산 138-3,강원도 철원군 철원읍 태봉로 666-17 
SF20302,J,.5,-1,127.4175447075,38.1867107996,강원특별자치도 철원군 서면 자등리 524-1,강원도 철원군 서면 석현동1길 15-3 
SF20302,J,.5,-1,127.3912416748,38.1690053837,강원특별자치도 철원군 서면 자등리 산 138-3,강원도 철원군 서면 태봉로 666-17 
SF20302,J,.5,-1,127.4146768052,38.1711059914,강원특별자치도 철원군 서면 자등리 666-3,강원도 철원군 서면 삼성길 20-24 현진농장
SF20302,J,.5,-1,127.4195428766,38.204562285,강원특별자치도 철원군 서면 자등리 288-4,강원도 철원군 서면 금강로 7685 
SF20302,F,1,0,127.4755814305,38.2530748261,강원특별자치도 철원군 근남면 사곡리 180-9,강원도 철원군 근남면 호국로 7015 
SF20304,J,.5,-1,127.4708101075,38.1155858529,강원특별자치도 화천군 사내면 광덕리 1035-10,강원도 화천군 사내면 하오재로 464
SF20306,J,.5,-2,128.0037935004,38.194577443,강원특별자치도 양구군 양구읍 도사리 산 112-2,강원도 양구군 방산면 평화로 6322
SF20304,J,.5,-3,128.0051518839,38.2051016652,강원특별자치도 양구군 방산면 고방산리 55-3,강원도 양구군 평화로 6128 
SF20304,J,.5,-1,128.107709705,38.2601354393,강원특별자치도 양구군 해안면 만대리 2643,강원도 양구군 펀치볼로 940 
SF20304,F,.5,0,127.1430897326,37.4486750941,경기 성남시 수정구 태평동 1,경기도 성남시 수정구 남문로 148
SF20302,F,.5,0,127.1519996828,37.4596156878,경기 성남시 수정구 산성동 2226-2,경기도 성남시 수정구 수정로 402
SF20302,F,.5,0,127.1702473001,37.463547737,경기 성남시 수정구 양지동 877,경기도 성남시 중원구 순환로 467
SF20306,E,.5,3,127.13813088,37.4567460146,경기 성남시 수정구 복정동 494,경기도 성남시 수정구 가마절로 48
SF20304,F,.5,0,127.1866287994,37.4313306494,경기 성남시 중원구 상대원동 405-1,경기도 성남시 중원구 순암로 787
SF20304,J,.5,-1,126.9917066989,37.4528727003,경기 과천시 과천동 산 98-10,경기도 과천시 남태령옛길 73 
SF20302,J,.5,-1,127.2984292423,37.5264389387,경기 남양주시 조안면 조안리 산 155-17,경기도 남양주시 다산로 604 
SF20302,J,.5,-2,127.6000639474,37.51891679,경기 양평군 용문면 덕촌리 117-1,경기도 양평군 용문면 용문산로 247
SF20302,F,.5,2,127.6058794351,35.4480695665,전북 남원시 인월면 중군리 42-2,전라북도 남원시 산내면 천왕봉로 214
SF20302,F,.5,2,127.6094799955,35.4545899515,전북 남원시 인월면 상우리 580,전라북도 남원시 산내면 천왕봉로 143 지리산구룡관광호텔
SF20304,F,.5,1,127.5565248875,35.1681266093,전남 구례군 간전면 흥대리 1152-11,전라남도 구례군 간전면 흥대길 19-26 주택
SF20302,F,.5,1,127.4881877984,35.2278552791,전남 구례군 마산면 마산리 479-6,전라남도 구례군 마산면 화엄사로 205 작업장
SF20306,E,.5,3,127.1042990977,37.5451277225,서울 광진구 광장동 237,서울특별시 광진구 천호대로 813 신성빌딩
SF20302,F,.5,0,127.0049033317,35.0428638892,전남 화순군 화순읍 다지리 산 15,전라남도 화순군 화순읍 지실길 15
SF20306,F,.5,6,128.3647605461,35.1311267481,경남 창원시 마산합포구 진전면 봉암리 175-3,경상남도 창원시 마산합포구 진전면 진전봉암길 17-7  진전봉암길 17-7
SF20304,F,.5,0,127.7716787532,35.2806654759,경남 산청군 시천면 중산리 산 9-5,경상남도 산청군 시천면 지리산대로 766 중산리벽계수민박
SF20304,F,.5,0,127.7618223682,35.2859706951,경남 산청군 시천면 중산리 303-1,경상남도 산청군 시천면 지리산대로 629 하나로리포스
SF20304,F,.5,0,127.7439065709,35.2699856713,경남 산청군 시천면 내대리 산 294-2,경상남도 산청군 시천면 삼신봉로506번길 39 하늘빛펜션
SF20302,F,.5,0,127.7745779855,35.2679118239,경남 산청군 시천면 동당리 705-3,경상남도 산청군 시천면 지리산대로966번길 65
SF20304,F,.5,2,127.9076158599,35.3467916419,경남 산청군 단성면 청계리 산 125-9,경상남도 산청군 산청읍 호암로 969-18 이갑열현대미술관
SF20302,F,.5,2,127.9347570061,35.2738927254,경남 산청군 단성면 남사리 344-1,경상남도 산청군 시천면 지리산대로 2885 예담촌전통찻집
SF20304,F,.5,2,127.9830858343,35.2766779018,경남 산청군 단성면 묵곡리 866-1,경상남도 산청군 단성면 성철로102번길 232-27
SF20304,F,.5,2,127.9019844887,35.2638857635,경남 산청군 단성면 창촌리 산 29-30,경상남도 산청군 단성면 옥단로2074번길 16-19
SF20302,J,.5,-1,124.7225993087,37.9522657578,인천광역시 옹진군 백령면 사곶로 123-19,인천광역시 옹진군 백령면 사곶로 123-19
SF20302,F,.5,1,128.5303094386,35.8683939752,대구 서구 상리동 463-13,대구광역시 서구 새방로29길 3 
SF20304,F,.5,1,128.6068178979,35.82865876,대구 남구 봉덕동 1617-1,대구광역시 수성구 신천동로 51 상동LPG충전소
SF20304,F,.5,1,128.5743657258,35.8579395248,대구 남구 대명동 2320,대구광역시 남구 성당로 282 
SF20304,F,.5,1,128.6386288315,35.8510561662,대구 수성구 범어동 93-87,대구광역시 수성구 청호로 377 
SF20304,F,.5,1,128.6442442106,35.827026325,대구 수성구 지산동 94-3,대구광역시 수성구 청호로 93 
SF20304,F,.5,1,128.5656919519,35.8570205355,대구 달서구 두류동 1338,대구광역시 달서구 야외음악당로 287-1 
SF20304,F,.5,1,128.5372371978,35.8501852699,대구 달서구 죽전동 338,대구광역시 달서구 와룡로 201 
SF20306,F,.5,1,128.6768419968,35.7214150239,대구 달성군 가창면 삼산리 산 181,대구광역시 달성군 가창면 팔조령길 415 팔조령산장휴게소
SF20304,F,.5,2,128.7597654119,37.6878248598,강원특별자치도 강릉시 성산면 어흘리 산 1-1,강원도 평창군 대관령면 대관령마루길 527-2 대관령기상관측소
SF20302,F,.5,5,130.8086040457,37.5128229221,경북 울릉군 서면 태하리 480-1,경상북도 울릉군 서면 학포길 166-77 
SF20302,F,.5,5,130.8058528694,37.5046069457,경북 울릉군 서면 태하리 산 144,경상북도 울릉군 서면 학포길 35-59
SF20302,F,.5,5,130.8029316181,37.4887212541,경북 울릉군 서면 태하리 619-6,경상북도 울릉군 울릉읍 울릉순환로 1704
SF20304,F,.5,2,128.7597654119,37.6878248598,강원특별자치도 강릉시 성산면 어흘리 산 1-1,강원도 평창군 대관령면 대관령마루길 527-2 대관령기상관측소 대관령마루길 527-2
SF20304,F,.5,1,128.855888841,37.611658836,강원특별자치도 강릉시 왕산면 목계리 산 183,강원도 강릉시 왕산면 들미골길 56
SF20304,F,.5,1,128.855888841,37.611658836,강원특별자치도 강릉시 왕산면 목계리 산 183,강원도 강릉시 왕산면 들미골길 56
SF20304,F,.5,1,128.7709359038,37.6186903106,강원특별자치도 강릉시 왕산면 왕산리 1092,강원도 강릉시 왕산면 왕산로 1699
SF20304,F,.5,5,128.9867933242,37.7164380792,강원특별자치도 강릉시 강동면 모전리 71,강원도 강릉시 강동면 임곡로 208
SF20304,F,.5,3,128.6089596278,37.7697530744,강원특별자치도 강릉시 연곡면 삼산리 산 4,
SF20302,F,.5,5,129.0147225544,37.3870064116,강원특별자치도 삼척시 미로면 활기리 산 146-9,강원도 삼척시 하장면 두타로 680 댓재휴게소
SF20304,F,.5,1,129.1371261536,37.0824712918,강원특별자치도 삼척시 가곡면 풍곡리 산 128-62,경상북도 봉화군 청옥로 3485 
SF20304,F,.5,5,130.8049518883,37.5040014275,경북 울릉군 서면 태하리 416-1,경상북도 울릉군 서면 학포길 35-59 
SF20304,F,.5,5,130.8049755874,37.5041551452,경북 울릉군 서면 태하리 416-1,경상북도 울릉군 서면 학포길 35-59
SF20304,F,.5,1,127.0301674593,37.5008158645,서울 강남구 역삼동 635-1,서울특별시 강남구 테헤란로7길 21 국립어린이청소년도서관
SF20304,F,.5,1,127.0396705963,37.5016007319,서울 강남구 역삼동 804,서울특별시 강남구 테헤란로 212 삼성SDS멀티캠퍼스
SF20302,F,.5,1,127.0412177211,37.5056708199,서울 강남구 역삼동 801-7,서울특별시 강남구 언주로 531 송헌빌딩
SF20302,F,.5,1,127.0412537304,37.5055896222,서울 강남구 역삼동 801-7,서울특별시 강남구 언주로 527 강남텔레피아빌딩
SF20304,F,.5,1,127.0398876992,37.507203311,서울 강남구 역삼동 801-7,서울특별시 강남구 언주로 551 
SF20304,F,.5,1,127.0389725403,37.5081129624,서울 강남구 역삼동 801-7,서울특별시 강남구 언주로 563 일진스포월드
SF20304,F,.5,1,127.0403384164,37.5066011077,서울 강남구 역삼동 801-7,서울특별시 강남구 언주로 547 더 클래스300호텔강남
SF20304,F,.5,1,127.0631516738,37.508822696,서울 강남구 삼성동 172-66,서울특별시 강남구 테헤란로 538 삼성역
SF20304,F,.5,1,127.026839412,37.5052230534,서울 강남구 논현동 279-165,서울특별시 강남구 봉은사로 119 성옥빌딩
SF20304,F,.5,1,127.0310001897,37.5119041166,서울 강남구 논현동 279-141,서울특별시 강남구 논현로123길 6 
SF20304,F,.5,1,127.0354560364,37.5137997231,서울 강남구 논현동 279-110,서울특별시 강남구 언주로 640 임페리얼팰리스호텔
SF20304,F,.5,1,127.0318961168,37.5112992354,서울 강남구 논현동 279-128,서울특별시 강남구 논현로 648 선지빌딩
SF20304,J,.5,-1,127.1156325052,37.7738165911,경기 의정부시 자일동 산 48-5,경기도 포천시 소흘읍 민락로 602-1
SF20302,J,.5,-1,127.1147632274,37.7723496969,경기 의정부시 자일동 산 56-15,경기도 포천시 소흘읍 민락로 602
SF20304,J,.5,-1,127.110536891,37.7746329454,경기 의정부시 자일동 산 43-10,경기도 의정부시 호국로1828번길 319 
SF20302,J,.5,-2,127.3818183593,38.0498108294,경기 포천시 이동면 도평리 산 106-9,경기도 포천시 일동면 화동로 2313
SF20304,J,.5,-2,127.3678286478,38.0086130332,경기 포천시 이동면 연곡리 771-1,경기도 포천시 일동면 화동로 1796
SF20302,J,.5,-2,127.3193410758,38.0053886158,경기 포천시 이동면 노곡리 1233-12,경기도 포천시 영중면 성장로 722
SF20302,F,.5,3,127.7855276977,34.6451238109,전남 여수시 돌산읍 죽포리 635-7,전라남도 여수시 돌산읍 돌산로 2179
SF20306,F,.5,4,129.2443543828,35.5992803427,울산 울주군 범서읍 서사리 933-7,울산광역시 울주군 범서읍 서사로 131-21
SF20306,F,.5,4,129.2209824263,35.6253988034,울산 울주군 범서읍 중리 306-1,울산광역시 울주군 범서읍 두동로 702
SF20306,F,.5,2,129.1910763718,35.6561250843,울산 울주군 두동면 삼정리 산 22-5,울산광역시 울주군 두동면 인보구미로 354-10 어울림가든
SF20306,F,.5,4,129.1061533817,35.4987092887,울산 울주군 삼동면 조일리 909-2,울산광역시 울주군 웅촌면 삼동로 134
SF20306,F,.5,4,129.1636449972,35.5228319129,울산 울주군 삼동면 하잠리 439-1,울산광역시 울주군 삼동면 하잠길 02월 19일
SF20306,E,.5,3,127.1115031088,35.8039842608,전북 전주시 완산구 효자동1가 535-72,전라북도 전주시 완산구 용머리로 8
SF20306,E,.5,3,127.1100154507,35.8065911406,전북 전주시 완산구 효자동1가 535-7,전라북도 전주시 완산구 강변로 180 효자3동주민센터
SF20306,E,.5,1,127.2481386226,35.6961299633,전북 완주군 상관면 용암리 660,전라북도 완주군 상관면 용암산정길 11
SF20306,E,.5,1,127.2533872649,35.691587811,전북 완주군 상관면 용암리 56-3,전라북도 임실군 임실읍 춘향로 3732 슬치 휴게실   
SF20306,E,.5,5,129.3803715531,36.3575306168,경북 영덕군 강구면 오포리 83-7,경상북도 영덕군 영덕읍 동해대로 4482 강구파출소
SF20306,E,.5,6,129.3741187171,36.2827197482,경북 영덕군 남정면 장사리 71-1,경상북도 영덕군 영덕읍 동해대로 3605 
SF20304,F,.5,4,129.1524981461,36.48986432,경북 영덕군 지품면 황장리 산 77-6,경상북도 청송군 진보면 경동로 5544
SF20302,J,.5,-1,126.5676148488,37.7276365284,경기 김포시 월곶면 고막리 11-12,경기도 김포시 통진읍 애기봉로 186
SF20306,J,.5,-1,126.5266794274,37.7318422479,경기 김포시 월곶면 포내리 7-15,경기도 김포시 월곶면 김포대로3023번길 96
SF20302,F,.5,2,127.5686395,34.8838417765,전남 여수시 율촌면 월산리 산 50-5,전라남도 여수시 소라면 여순로 1063
SF20302,F,.5,2,127.5872080676,34.8693484151,전남 여수시 율촌면 취적리 1483,전라남도 여수시 소라면 여순로 799
SF20304,F,.5,1,127.5049604339,34.9491192325,전남 순천시 생목동 21-2,전라남도 순천시 이수로 174 대웅카서비스
SF20304,F,.5,1,127.522903895,34.9766560131,전남 순천시 왕지동 산 145-9,전라남도 순천시 서면 백강로 486 형주전력
SF20304,F,.5,1,127.3846779087,34.8440383742,전남 순천시 별량면 금치리 산 260-4,전라남도 순천시 별량면 녹색로 55 흥양주유소
SF20304,F,.5,1,127.3846779087,34.8440383742,전남 순천시 별량면 금치리 산 260-4,전라남도 순천시 별량면 녹색로 55 흥양주유소
SF20302,F,.5,2,127.6253890459,34.9607435301,전남 광양시 광양읍 사곡리 963-2,전라남도 광양시 백운로 368 
SF20304,F,.5,1,127.7265584431,35.0414068612,전남 광양시 진상면 비평리 455-2,전라남도 광양시 백운3로 293 
SF20304,F,.5,1,127.3412839049,34.839817308,전남 보성군 벌교읍 벌교리 763,전라남도 보성군 벌교읍 원동길 2
SF20304,F,.5,1,127.3413541575,34.8398272065,전남 보성군 벌교읍 벌교리 763,전라남도 보성군 벌교읍 원동길 2
SF20302,F,.5,1,127.2916750099,34.8879961751,전남 보성군 벌교읍 추동리 산 371,전라남도 보성군 벌교읍 외추길 149
SF20302,F,.5,1,127.3576340246,34.8289358552,전남 보성군 벌교읍 장좌리 54-4,전라남도 보성군 벌교읍 남하로 158
SF20302,F,.5,1,127.3522785786,34.8335268542,전남 보성군 벌교읍 장좌리 산 14-2,전라남도 보성군 벌교읍 남하로 Jul-71
SF20302,F,.5,1,127.3762780376,34.8474226448,전남 보성군 벌교읍 장양리 산 93-3,전라남도 보성군 벌교읍 장양길 42-53
SF20304,F,.5,1,127.3763848401,34.8474104368,전남 보성군 벌교읍 장양리 산 93-3,전라남도 보성군 벌교읍 장양길 42-53
SF20304,F,.5,1,127.2701787711,34.8340382787,전남 보성군 벌교읍 옥전리 산 163-8,전라남도 보성군 보성읍 녹색로 4793 주유소
SF20302,F,.5,2,127.1679095587,34.8023873052,전남 보성군 겸백면 수남리 687-8,전라남도 보성군 겸백면 충의로 2033
SF20302,F,.5,1,127.1242895102,34.7740341328,전남 보성군 득량면 삼정리 1069,전라남도 보성군 미력면 안치길 24-31
SF20302,F,.5,1,127.128913258,34.7431298178,전남 보성군 득량면 정흥리 1364-3,전라남도 보성군 득량면 득량동막길 51
SF20302,F,.5,0,126.9746962215,34.946108608,전남 화순군 춘양면 우봉리 244-1,전라남도 화순군 화순읍 학포로 1305
SF20302,J,.5,-1,127.0329495115,34.9162186722,전남 화순군 이양면 장치리 산 74-1,
SF20302,F,.5,0,126.8924785916,34.6409355302,전남 장흥군 장흥읍 덕제리 산 86-1,전라남도 장흥군 장흥읍 장흥대로 2954
SF20302,F,.5,0,126.9273148147,34.6977222386,전남 장흥군 장흥읍 금산리 728-1,전라남도 장흥군 흥성로 347 
SF20304,F,.5,1,126.6924284725,34.8493921633,전남 영암군 덕진면 금강리 907,전라남도 영암군 산장산길 7 
SF20302,F,.5,5,130.8086498202,37.5127496611,경북 울릉군 서면 태하리 480-1,경상북도 울릉군 서면 학포길 166-77 
SF20302,F,.5,3,128.6574563139,35.8539259472,대구 수성구 만촌동 760-4,대구광역시 수성구 달구벌대로541길 14 
SF20302,J,.5,-1,124.6395612185,37.9685590272,인천 옹진군 백령면 가을리 산 97-1,인천광역시 옹진군 백령면 두무진로 207-18 창고
SF20302,J,.5,-1,124.6852042745,37.932099864,인천 옹진군 백령면 남포리 1732-4,인천광역시 옹진군 백령면 화동로 03월 14일 창고
SF20302,F,.5,2,127.959099231,35.1553038295,경남 사천시 곤명면 본촌리 43-3,경상남도 사천시 곤명면 곤수로 403-6
SF20302,F,.5,2,127.9665327569,35.0340246843,경남 사천시 서포면 조도리 620-1,경상남도 사천시 서포면 외금로 13  외금로 13
SF20302,F,.5,2,127.9665327569,35.0340246843,경남 사천시 서포면 조도리 620-1,경상남도 사천시 서포면 외금로 13
SF20306,F,.5,2,128.0194460215,35.0049039432,경남 사천시 서포면 자혜리 산 23-20,경상남도 사천시 서포면 자구로 15
SF20302,F,.5,3,128.0411547517,34.7161781427,경남 남해군 미조면 미조리 508-7,경상남도 남해군 미송로2번길 94 아카다민박
SF20304,F,.5,1,127.8669087981,34.8004510624,경남 남해군 서면 대정리 산 160-6,경상남도 남해군 고실로 255 
SF20302,F,.5,3,127.8728627764,34.9011678232,경남 남해군 고현면 대사리 1043-2,경상남도 남해군 남해대로 3622-24 
SF20302,F,.5,3,127.8616484706,34.9069797521,경남 남해군 고현면 대사리 산 143-1,경상남도 남해군 남해대로 3771 
SF20302,F,.5,3,127.9088093643,34.9342610682,경남 남해군 설천면 문의리 878-1,경상남도 남해군 설천로775번길 14-51 
SF20302,F,.5,3,127.8697291491,34.9309134933,경남 남해군 설천면 덕신리 산 7-5,경상남도 남해군 남해읍 남해대로 Apr-84 KT남해지점노량분기국사
SF20302,F,.5,3,128.0175966886,34.8975501936,경남 남해군 창선면 당항리 산 76,경상남도 남해군 동부대로 2719 
SF20304,F,.5,1,127.6161591467,35.284027008,경남 하동군 화개면 범왕리 1019-1,경상남도 하동군 범왕길 369 
SF20306,F,.5,3,127.7638996219,35.0709457424,경남 하동군 적량면 동산리 산 290-6,경상남도 하동군 공설운동장로 13-13 
SF20302,F,.5,3,127.8247339765,35.1410971251,경남 하동군 횡천면 전대리 산 31-2,경상남도 하동군 전대1길 12 
SF20302,F,.5,2,127.8348659889,35.0979215196,경남 하동군 양보면 우복리 산 336-6,경상남도 하동군 하성길 55-39 
SF20306,E,.5,4,126.9196006822,37.4539398042,서울 금천구 시흥동 1010,서울특별시 금천구 탑골로 84 벽산타운3단지
SF20306,E,.5,4,126.9167020626,37.4445011883,서울 금천구 시흥동 산 73-5,서울특별시 금천구 금하로 816 벽산아파트
SF20302,F,.5,0,126.9211569176,37.4542573,서울 금천구 시흥동 산 100-1,서울특별시 금천구 호암로 298 
SF20304,F,.5,0,126.9216529259,37.4490801407,서울 금천구 시흥동 1013-12,서울특별시 금천구 금하로 808 도성교회
SF20306,E,.5,1,126.9622742141,37.4937156313,서울 동작구 사당동 산 31-37,서울특별시 동작구 사당로2가길 7 
SF20302,F,.5,0,126.9830860843,37.9922991048,경기 파주시 적성면 장현리 75-16,경기도 파주시 적성면 서녘놀길 05월 27일
SF20306,F,.5,0,126.9252312962,37.9632863927,경기 파주시 적성면 구읍리 474-7,경기도 파주시 감악산로 1311-4 
SF20306,J,.5,-1,126.5456011665,37.6356712337,경기도 김포시 대곶면 대명항로 742-14,경기도 김포시 대곶면 대명항로 742-14
SF20310,E,.5,2,127.0772087491,37.4475261317,서울 서초구 내곡동 1-2601,경기도 성남시 수정구 분당내곡로 744
SF20306,F,.5,6,129.1040854595,37.5572656172,강원특별자치도 동해시 발한동 354-8,강원도 동해시 해안로 643 
SF20304,F,.5,6,129.1095480808,37.5412030596,강원특별자치도 동해시 발한동 84-12,강원도 동해시 향로언덕길 03월 16일 
SF20302,J,.5,-1,127.0572025593,37.8767569045,경기 동두천시 송내동 442-3,경기도 동두천시 평화로 2113 
SF20302,J,.5,-1,127.0552801786,37.8754564729,경기 동두천시 송내동 477-4,경기도 동두천시 강변로 38 
SF20302,J,.5,-1,127.0727568414,37.8948040062,경기 동두천시 생연동 46-5,경기도 동두천시 삼육사로 1118 
SF20302,J,.5,-1,127.0510627221,37.9094402841,경기 동두천시 생연동 581-6,경기도 동두천시 강변로454번길 2 
SF20302,J,.5,-1,127.045633042,37.8996603149,경기 동두천시 생연동 788-11,경기도 동두천시 강변로 326 
SF20304,J,.5,-2,126.7854467797,37.868043565,경기 파주시 문산읍 당동리 57-14,경기도 파주시 문산읍 방촌로 1744 파주힐스테이트1차
SF20302,J,.5,-1,126.7885293244,37.8480675776,경기 파주시 파주읍 봉서리 353-4,경기도 파주시 문산읍 통일로 1571
SF20302,J,.5,-1,126.7948166036,37.8034756909,경기 파주시 파주읍 봉암리 1097-2,경기도 파주시 문산읍 통일로 1052-1
SF20302,J,.5,-1,126.7926191461,37.817737277,경기 파주시 파주읍 봉암리 785-5,경기도 파주시 파주읍 술이홀로 17
SF20302,J,.5,-1,126.8474232286,37.8211571482,경기 파주시 파주읍 연풍리 35-4,경기도 파주시 혜음로 1581 
SF20304,F,.5,0,126.8776307517,37.8874840199,경기 파주시 법원읍 금곡리 303-1,경기도 파주시 술이홀로 1338 
SF20302,J,1,-1,126.8291474615,37.735000965,경기 파주시 조리읍 봉일천리 18-1,경기도 파주시 조리읍 전나무길 6
SF20302,J,1,-1,126.802629908,37.7484318147,경기 파주시 조리읍 등원리 294-6,경기도 파주시 문산읍 통일로 406
SF20304,J,.5,-1,126.7918873466,37.7984938374,경기 파주시 월롱면 위전리 325-1,경기도 파주시 문산읍 통일로 991 한성옥
SF20304,J,.5,-1,126.788103966,37.7835483667,경기 파주시 월롱면 영태리 781-11,경기도 파주시 문산읍 통일로 838
SF20306,E,.5,3,126.660438635,35.3874454063,전북 고창군 고수면 초내리 산 72-2,전라북도 고창군 초내길 24 고성교회
SF20306,E,.5,3,126.6725148858,35.3980676921,전북 고창군 고수면 부곡리 산 11-3,전라북도 고창군 고인돌대로 1269 
SF20302,F,.5,1,126.6409888637,35.4412661598,전북 고창군 아산면 상갑리 542,전라북도 고창군 고창읍 녹두로 827-7
SF20302,F,.5,1,126.6188277686,35.4341532651,전북 고창군 아산면 주진리 441,전라북도 고창군 고창읍 녹두로 621-14
SF20302,F,.5,1,126.6120218868,35.4781897208,전북 고창군 아산면 계산리 303-4,전라북도 고창군 아산면 노평길 08월 21일
SF20304,F,.5,1,126.6133411956,35.4959985151,전북 고창군 아산면 반암리 산 70-1,전라북도 고창군 아산면 복분자로 77
SF20306,E,.5,3,126.6207257247,35.3495770793,전북 고창군 성송면 하고리 472-4,전라북도 고창군 대성로 467 
SF20306,E,.5,3,126.6492879842,35.3469807221,전북 고창군 성송면 암치리 산 72-1,전라북도 고창군 평림암치로 1077-21 축복산업
SF20306,E,.5,3,126.6370423389,35.357984084,전북 고창군 성송면 판정리 산 147,전라북도 고창군 대성로 661-13 
SF20302,F,.5,1,127.4803807951,35.6138642134,전북 장수군 장수읍 용계리 산 54-7,전라북도 장수군 장수읍 비행로 1309-4
SF20302,F,.5,0,127.4371422896,35.5840519153,전북 장수군 산서면 오성리 산 16-1,전라북도 장수군 장수읍 비행로 799-10
SF20302,F,.5,0,127.6156461287,35.641333911,전북 장수군 번암면 지지리 산 115-14,전라북도 장수군 장계면 의암로 8
SF20302,F,.5,0,127.5442217951,35.5322332839,전북 장수군 번암면 노단리 1191-1,전라북도 장수군 장수읍 장수로 490
SF20302,F,.5,1,127.5970988602,35.7619220574,전북 장수군 장계면 금덕리 산 61-1,전라북도 장수군 장계면 장무로 621-3
SF20302,F,.5,1,127.6564470139,35.7258637334,전북 장수군 장계면 명덕리 산 154-2,경상남도 함양군 서상면 육십령안길 03월 18일
SF20302,F,.5,0,127.5217845261,35.7439171357,전북 장수군 천천면 춘송리 1231-2,전라북도 장수군 장계면 진장로 1248-4
SF20302,F,.5,0,127.2814283745,35.6371387656,전북 임실군 임실읍 두곡리 305-1,전라북도 임실군 임실읍 호반로 367-1
SF20302,F,.5,0,127.2354039201,35.5879197457,전북 임실군 임실읍 장재리 357-2,전라북도 임실군 임실읍 호국로 1032-8
SF20304,F,.5,0,127.3377363389,35.5425217543,전북 임실군 오수면 금암리 산 9-1,전라북도 임실군 오수면 금암6길 45
SF20302,F,.5,1,127.2688234994,35.67116498,전북 임실군 관촌면 관촌리 316-5,전라북도 임실군 임실읍 춘향로 3439
SF20302,F,.5,0,128.3498181376,36.1169092681,경북 구미시 송정동 9-10,경상북도 구미시 송정대로 95 
SF20304,F,.5,0,128.3691159741,36.1207636081,경북 구미시 공단동 2-1,경상북도 구미시 신비로 63 
SF20304,F,.5,1,128.3619786556,36.1019884677,경북 구미시 광평동 780-25,경상북도 구미시 구미대로 161 
SF20304,F,.5,0,128.3641456292,36.0866645406,경북 구미시 임은동 224-14,경상북도 구미시 왕산로 27 
SF20304,F,.5,1,128.1840087156,35.827975397,경북 성주군 수륜면 신파리 491-10,경상북도 성주군 수륜면 성주가야산로 795-3
SF20302,F,.5,1,128.1773679654,35.8258203482,경북 성주군 수륜면 신파리 산 31-1,경상북도 성주군 성주가야산로 713 
SF20302,J,.5,-1,128.2147959314,35.9037533037,경북 성주군 대가면 옥련리 944-2,경상북도 성주군 대가면 옥련1길 5
SF20302,F,.5,0,128.3392891324,36.0722846318,경북 칠곡군 북삼읍 인평리 1109,경상북도 칠곡군 북삼읍 북삼로 88
SF20302,F,.5,0,128.3806673922,36.0595011803,경북 칠곡군 북삼읍 오평리 1509-1,경상북도 칠곡군 북삼읍 시덕로 334
SF20304,F,.5,2,127.8585995178,35.7631304803,경남 거창군 위천면 당산리 산 15-1,경상남도 거창군 주상면 빼재로 740
SF20302,F,.5,2,127.8266396045,35.7679055368,경남 거창군 위천면 황산리 산 9-9,경상남도 거창군 고제면 송계로 519 제1호
SF20302,F,.5,0,128.5324815657,35.9301416097,대구 북구 태전동 산 20-29,경상북도 칠곡군 지천면 새마을2길 33
SF20302,J,.5,-2,128.6306741724,36.0589075371,대구 군위군 부계면 남산리 산 4-1,경상북도 군위군 효령면 용매로 198
SF20302,J,.5,-2,128.622981712,36.0331708825,대구 군위군 부계면 남산리 산 194-4,경상북도 군위군 부계면 한티로 1455
SF20302,J,.5,-2,128.6344248442,36.0287265349,대구 군위군 부계면 남산리 산 102-2,경상북도 군위군 부계면 한티로 1568
SF20302,J,.5,-2,128.6497715337,36.1058472957,대구 군위군 부계면 신화리 산 43-2,경상북도 군위군 부계면 신화1길 13
SF20302,J,.5,-1,128.7072309629,36.095860323,대구 군위군 산성면 삼산리 1069-1,경상북도 군위군 산성면 범하1길 5-42
SF20302,J,.5,-1,128.6968860553,36.1109276806,대구 군위군 산성면 운산리 506-1,경상북도 군위군 우보면 산성가음로 527 운산리마을회관
SF20204,G,3,1,126.47754381,37.4411233373,인천 중구 운서동 2854-5,인천광역시 중구 영종해안남로 545 GS칼텍스직영주유소
SF20304,J,.5,-1,127.3236977475,36.4457592021,세종특별자치시 금남면 금천리 30-3,세종특별자치시 금남면 바람재로 440  바람재로 440
SF20302,F,.5,0,127.5546586228,36.6505843998,충북 청주시 상당구 낭성면 현암리 산 23-11,충청북도 청원군 낭성면 현암삼산로 10월 13일
SF20302,F,.5,0,127.5554520031,36.6506088349,충북 청주시 상당구 낭성면 현암리 산 23-21,충청북도 청원군 낭성면 현암삼산로 10월 13일
SF20306,F,.5,0,127.6495584153,36.6309621296,충북 청주시 상당구 미원면 미원리 708,충청북도 청원군 미원면 미원시내1길 03월 16일
