RSK_ELMN_NM,RSK_ELMN_GRD,RN_1HR,AIRTP,LOT,LAT,LOTNO_ADDR,ROAD_NM_ADDR
SF20302,F,.5,1,128.666952364,36.4321809234,경북 의성군 단촌면 세촌리 632-1,경상북도 의성군 단촌면 동내개골길 105-4 
SF20302,F,.5,1,128.6722011718,36.4223639187,경북 의성군 단촌면 세촌리 산 110-2,경상북도 의성군 단촌면 골안길 9 
SF20302,F,.5,1,128.6702442051,36.4232031305,경북 의성군 단촌면 세촌리 산 143,경상북도 의성군 단촌면 골안길 08월 08일
SF20302,F,.5,1,128.667288245,36.4246105261,경북 의성군 단촌면 세촌리 839-3,경상북도 의성군 단촌면 신기안길 15 
SF20302,F,.5,1,128.6756759942,36.4170644906,경북 의성군 단촌면 하화리 산 157-1,경상북도 의성군 의성읍 행화길 907
SF20302,F,.5,2,128.80190641,36.3048867762,경북 의성군 사곡면 양지리 산 66-1,경상북도 의성군 의성읍 의성사곡로 1064-62
SF20302,F,.5,2,128.7623743494,36.3151915452,경북 의성군 사곡면 신감리 649-2,경상북도 의성군 의성읍 의성사곡로 720
SF20304,F,.5,2,128.8411321209,36.2895894822,경북 의성군 사곡면 공정리 산 135-2,경상북도 의성군 의성읍 의성사곡로 1586 
SF20302,F,.5,1,128.6423845649,36.2731877842,경북 의성군 금성면 구련리 530-4,경상북도 의성군 금성면 구련2길 3 
SF20304,F,.5,2,128.5787682284,36.3035597832,경북 의성군 봉양면 화전리 259,경상북도 의성군 봉양면 화전길 39-8 
SF20302,F,.5,2,128.5870910679,36.3048542349,경북 의성군 봉양면 화전리 1137-1,경상북도 의성군 봉양면 봉호로 56-7 
SF20306,F,.5,1,128.3909518288,35.880982204,경북 성주군 선남면 선원리 5-3,경상북도 성주군 선남면 나선로 1030-56 
SF20302,F,.5,1,128.3315166917,35.9102408353,경북 성주군 선남면 신부리 321-4,경상북도 성주군 성주읍 성주로 3663 
SF20304,F,.5,0,128.4793243603,35.9524550102,경북 칠곡군 지천면 송정리 산 61-27,경상북도 칠곡군 지천면 신동로 78-37
SF20302,F,.5,0,128.4550648404,35.9648358396,경북 칠곡군 지천면 연화리 산 53-19,경상북도 칠곡군 왜관읍 칠곡대로 2143
SF20302,F,.5,0,128.4946133914,35.9106226829,경북 칠곡군 지천면 연호리 397-1,경상북도 칠곡군 지천면 하납길 11
SF20304,F,.5,0,128.4794442718,36.0286963437,경북 칠곡군 지천면 황학리 산 61-4,경상북도 칠곡군 지천면 지천로 1073-27
SF20302,J,.5,-1,128.5603782188,35.9796672524,경북 칠곡군 동명면 금암리 1364-40,경상북도 칠곡군 동명면 한티로 46
SF20302,J,.5,-1,128.5846601345,35.9847411002,경북 칠곡군 동명면 구덕리 34-3,경상북도 칠곡군 동명면 한티로 304-6
SF20302,J,.5,-1,128.584947836,35.9848803829,경북 칠곡군 동명면 구덕리 7-5,경상북도 칠곡군 동명면 한티로 304-6 
SF20302,F,.5,1,128.5226524569,36.0499675515,경북 칠곡군 가산면 다부리 191-3,경상북도 칠곡군 가산면 다부원1길 90
SF20302,F,.5,1,128.5314622549,36.0963975103,경북 칠곡군 가산면 천평리 627-1,경상북도 칠곡군 가산면 송신로 121
SF20302,F,.5,1,128.5002227974,36.0983933165,경북 칠곡군 가산면 학상리 189-1,경상북도 칠곡군 가산면 인동가산로 849
SF20302,F,.5,1,128.5566366281,36.1083914192,경북 칠곡군 가산면 석우리 34-8,경상북도 칠곡군 동명면 경북대로 1933-10 
SF20302,F,.5,1,128.5566366281,36.1083914192,경북 칠곡군 가산면 석우리 34-8,경상북도 칠곡군 동명면 경북대로 1933-10 
SF20302,F,.5,1,128.5178449478,36.1010554981,경북 칠곡군 가산면 송학리 372-2,경상북도 칠곡군 가산면 송학1길 5
SF20302,F,.5,1,128.5150833729,36.1009333431,경북 칠곡군 가산면 송학리 산 20-1,경상북도 칠곡군 가산면 인동가산로 981
SF20306,F,.5,3,128.6171455224,35.2784143602,경남 창원시 의창구 북면 지개리 280,경상남도 창원시 의창구 북면 천주로192번길 Nov-58
SF20304,F,.5,3,128.6044568649,35.3575554923,경남 창원시 의창구 북면 하천리 산 118-4,경상남도 창원시 의창구 북면 온천로 796
SF20306,F,.5,3,128.6097213859,35.330784404,경남 창원시 의창구 북면 신촌리 1060-1,경상남도 창원시 의창구 북면 천주로862번길 82
SF20306,F,.5,3,128.6070514606,35.3267122041,경남 창원시 의창구 북면 마산리 1033-3,경상남도 창원시 의창구 북면 천주로862번길 94-72
SF20302,F,.5,2,128.5086471689,35.25979159,경남 창원시 마산회원구 내서읍 호계리 산 46-1,경상남도 창원시 마산회원구 내서읍 죽암로 89 신세계요양병원   
SF20302,F,.5,2,128.5102263363,35.2586438462,경남 창원시 마산회원구 내서읍 호계리 산 49-3,경상남도 창원시 마산회원구 내서읍 죽암로 62 주택   
SF20304,F,.5,2,128.5117368342,35.2579173581,경남 창원시 마산회원구 내서읍 중리 산 2-16,경상남도 창원시 마산회원구 내서읍 죽암동길 59 주택   
SF20302,F,.5,2,128.5082658181,35.2567389961,경남 창원시 마산회원구 내서읍 중리 849-1,경상남도 창원시 마산회원구 내서읍 죽암로 37-24 창고   
SF20302,F,.5,2,128.5110197352,35.2580333433,경남 창원시 마산회원구 내서읍 중리 산 2-16,경상남도 창원시 마산회원구 내서읍 죽암동길 10월 29일 주택   
SF20302,F,.5,2,128.5349055726,35.2415009694,경남 창원시 마산회원구 내서읍 중리 산 78-2,경상남도 창원시 마산회원구 내서읍 함마대로 2982 주택   
SF20302,F,.5,2,128.5212804996,35.250902688,경남 창원시 마산회원구 내서읍 중리 385-2,경상남도 창원시 마산회원구 내서읍 호원로 196 동호횟집   
SF20310,E,.5,4,128.8857817314,35.2241771233,경남 김해시 부원동 314-1,경상남도 김해시 호계로 373 경남김해모범운전자회
SF20302,F,.5,4,128.8700036973,35.2939284527,경남 김해시 생림면 나전리 1095,경상남도 김해시 생림면 나전로 Sep-67 우성수지(주)
SF20306,F,.5,4,128.8883891093,35.2832020029,경남 김해시 생림면 나전리 산 325-1,경상남도 김해시 생림면 인제로 638
SF20306,F,.5,4,128.8697138163,35.2936109785,경남 김해시 생림면 나전리 1095,경상남도 김해시 생림면 생림대로 281
SF20304,F,.5,4,128.8884425038,35.2834278955,경남 김해시 생림면 나전리 산 325-1,경상남도 김해시 생림면 인제로 653 명산찻집
SF20306,F,.5,4,128.8904109074,35.276034565,경남 김해시 생림면 나전리 23-4,경상남도 김해시 생림면 인제로 553 흥동가든
SF20302,F,.5,4,128.8778951624,35.3195158996,경남 김해시 생림면 사촌리 산 24-1,경상남도 김해시 생림면 나전로 396-79 사라토가
SF20302,F,.5,2,128.2724160674,35.3140896461,경남 의령군 의령읍 동동리 1536-23,경상남도 의령군 의령읍 구룡로 242
SF20302,F,.5,2,128.1637670928,35.3591578183,경남 의령군 칠곡면 산북리 108,경상남도 의령군 칠곡면 한티로 387-3 새터농원
SF20302,F,.5,1,128.1398828678,35.3604752081,경남 의령군 대의면 다사리 242-4,경상남도 의령군 대의면 한티로3길 05월 18일
SF20306,F,.5,3,128.3408224236,35.4296218378,경남 의령군 유곡면 세간리 395,경상남도 의령군 의령읍 의합대로 1622-7
SF20302,F,.5,2,128.5106248332,35.4695888058,경남 창녕군 계성면 명리 산 92-3,경상남도 창녕군 계성면 영산계성로 286
SF20302,F,.5,2,128.4831771719,35.4582448917,경남 창녕군 장마면 유리 2006-2,경상남도 창녕군 계성면 영산장마로 325
SF20306,E,.5,2,127.0404351509,37.2969424556,경기 수원시 영통구 이의동 1379,경기도 수원시 영통구 대학1로8번길 2
SF20302,F,.5,1,127.0401408667,37.3955503589,경기 성남시 분당구 운중동 산 80-1,경기도 성남시 분당구 하오개로218번길 15
SF20306,F,.5,1,127.0625844858,37.3909047434,경기 성남시 분당구 운중동 903,경기도 성남시 분당구 석운로 422
SF20304,F,.5,1,127.0522401665,37.3863256926,경기 성남시 분당구 운중동 산 94-1,경기도 성남시 분당구 하오개로 296
SF20306,E,.5,2,126.9143831625,37.4370192853,경기 안양시 만안구 석수동 산 11-20,경기도 안양시 만안구 호암로30번길 61
SF20302,F,.5,1,128.4721340226,35.8534686424,대구 달서구 파호동 460,대구광역시 달서구 달구벌대로 965 
SF20310,F,.5,1,128.5028259066,35.7546469131,대구 달성군 옥포읍 반송리 342-4,대구광역시 달성군 화원읍 명곡로 588
SF20202,G,3,2,126.7448915922,37.4469963378,인천 남동구 만수동 603-6,인천광역시 남동구 장승로 Jan-97
SF20204,L,5,-1,126.6450090345,37.5703314768,인천 서구 오류동 1607,인천광역시 서구 거월로 61 매립지관리공사
SF20302,F,.5,0,128.0302834679,36.3771250071,경북 상주시 내서면 노류리 산 160-1,경상북도 상주시 내서면 백화로 2300
SF20306,E,.5,5,128.684887519,35.6062416668,경북 청도군 각남면 사리 산 73-14,경상북도 청도군 청도읍 한재로 788-59 
SF20304,F,.5,4,128.5516987883,35.6299247797,경북 청도군 풍각면 금곡리 1096,경상북도 청도군 화양읍 청려로 170-23
SF20304,F,.5,3,128.3247161282,35.804773884,경북 고령군 운수면 신간리 산 14-2,경상북도 고령군 운수면 운용로 624-6
SF20306,F,.5,2,128.3027552991,35.735221943,경북 고령군 성산면 사부리 719-3,경상북도 고령군 성산면 대밭마길 02월 16일
SF20306,F,.5,2,128.295645336,35.7367114739,경북 고령군 성산면 사부리 산 181-5,경상북도 고령군 성산면 대밭마길 27
SF20306,F,.5,2,128.2920753842,35.7270530307,경북 고령군 개진면 양전리 산 69-1,경상북도 고령군 개진면 양전길 223-5
SF20302,F,.5,0,128.4166381367,36.003731148,경북 칠곡군 왜관읍 석전리 산 22-4,경상북도 칠곡군 왜관읍 석전로15길 20
SF20302,F,.5,0,128.4058253531,35.9224722956,경북 칠곡군 왜관읍 금남리 363,경상북도 칠곡군 왜관읍 금남1길 51 
SF20304,F,.5,1,128.4089996828,36.0803020088,경북 칠곡군 석적읍 중리 519,경상북도 칠곡군 왜관읍 강변대로 Mar-22
SF20302,F,.5,1,128.3954972186,36.070368652,경북 칠곡군 석적읍 남율리 산 24-5,경상북도 칠곡군 왜관읍 석적로 897
SF20302,F,.5,1,128.39387979,36.0757228531,경북 칠곡군 석적읍 남율리 747-4,경상북도 칠곡군 왜관읍 석적로 954
SF20202,G,4,1,127.0265251738,37.497673856,서울 서초구 서초동 1377,서울특별시 서초구 서초대로77길 3 아라타워
SF20202,G,4,1,127.012465572,37.4842855556,서울 서초구 서초동 1748-35,서울특별시 서초구 효령로 259 동정빌딩
SF20310,F,.5,0,127.1617916588,37.5715843404,서울 강동구 고덕동 72-8,서울특별시 강동구 아리수로87길 32 지하철5호선고덕차량기지
SF20302,F,.5,2,129.1900319349,35.1654914748,부산 해운대구 중동 산 12-2,부산광역시 해운대구 청사포로67번길 41 그린힐하이츠5차
SF20302,F,.5,1,129.1806447047,35.1790779629,부산 해운대구 좌동 1422-1,부산광역시 해운대구 좌동순환로217번길 19 LIG건영아파트
SF20302,F,.5,4,128.9315866329,35.1967573571,부산 강서구 강동동 1546-1,부산광역시 강서구 평강로 54 
SF20302,F,.5,4,128.9022712474,35.195463254,부산 강서구 죽림동 1095-3,부산광역시 강서구 가락대로 1469 
SF20302,F,.5,1,128.4668119659,36.308522196,대구 군위군 소보면 사리리 803-1,경상북도 군위군 소보면 소보안계로 535-1
SF20302,F,.5,1,128.4300726453,36.2966042269,대구 군위군 소보면 보현리 711,경상북도 군위군 소보면 보현2길 Mar-44
SF20302,F,.5,1,128.4537219436,36.2815371224,대구 군위군 소보면 위성리 1191-1,경상북도 군위군 소보면 사촌길 139
SF20302,F,.5,1,128.4376100895,36.285346444,대구 군위군 소보면 위성리 1191-1,경상북도 군위군 소보면 사촌길 268-3
SF20304,F,.5,2,129.0136225098,35.543583282,울산 울주군 상북면 이천리 361,울산광역시 울주군 상북면 배내로 1158
SF20304,F,.5,2,129.039958283,35.6361697623,울산 울주군 상북면 덕현리 산 71-1,울산광역시 울주군 상북면 운문로 492
SF20304,F,.5,2,129.0315144966,35.5955109765,울산 울주군 상북면 덕현리 산 227-11,울산광역시 울주군 상북면 석남로 300-65
SF20304,F,.5,2,129.0588234933,35.6394609535,울산 울주군 상북면 덕현리 산 23-4,울산광역시 울주군 상북면 삽재로 310-1 토끼마당
SF20304,F,.5,2,129.0258510848,35.6080584408,울산 울주군 상북면 덕현리 산 239-9,울산광역시 울주군 상북면 석남로 24 명화상회
SF20304,F,.5,2,129.0898693335,35.5425999227,울산 울주군 상북면 등억알프스리 산 177-8,울산광역시 울주군 상북면 자수정로 233-35
SF20204,G,3,0,126.9820913034,37.2944260839,경기 수원시 장안구 천천동 535,경기도 수원시 장안구 덕영대로 559 근로자 종합복지관 
SF20202,G,3,0,127.0044277089,37.304463356,경기 수원시 장안구 조원동 826,경기도 수원시 장안구 경수대로 971 봉주빌딩
SF20202,G,3,2,127.0279016189,37.2848479223,경기 수원시 팔달구 우만동 538,경기도 수원시 팔달구 세지로 393
SF20202,G,3,2,127.0329286818,37.2925771362,경기 수원시 팔달구 우만동 265-5,경기도 수원시 장안구 창룡대로 205
SF20306,E,.5,0,127.1506808826,37.3646541821,경기 성남시 분당구 분당동 199-1,경기도 성남시 분당구 서현로 569
SF20202,G,3,0,126.9329527639,37.3847625767,경기 안양시 만안구 안양동 575,경기도 안양시 만안구 안양로 111  안양로 111
SF20202,G,3,0,126.9360806073,37.3813529046,경기 안양시 만안구 안양동 345,경기도 안양시 만안구 안양로 63  안양로 63
SF20202,G,3,0,126.9299851168,37.3884408765,경기 안양시 만안구 안양동 443,경기도 안양시 만안구 안양로 162
SF20202,G,3,0,126.9255450927,37.3937705942,경기 안양시 만안구 안양동 1189-1,경기도 안양시 만안구 안양로 234
SF20202,G,3,0,126.9252017911,37.394210159,경기 안양시 만안구 안양동 1189-1,경기도 안양시 만안구 안양로 238  안양로 238
SF20202,G,3,0,126.9308775426,37.3929098636,경기 안양시 만안구 안양동 415-1,경기도 안양시 만안구 만안로 115
SF20202,G,3,0,126.9226613575,37.3975252108,경기 안양시 만안구 안양동 1189-1,경기도 안양시 만안구 안양로 282  안양로 282
SF20202,G,3,0,126.9202887788,37.3999672289,경기 안양시 만안구 안양동 1189-1,경기도 안양시 만안구 안양로 311 PROJECT 500 TOWER 안양로 311
SF20202,G,3,0,126.9182672231,37.3986790056,경기 안양시 만안구 안양동 1189-1,경기도 안양시 만안구 병목안로 20
SF20202,G,3,0,126.9224705402,37.4011089314,경기 안양시 만안구 안양동 1189-1,경기도 안양시 만안구 만안로 230 안양민자역사
SF20202,G,3,0,126.9173821618,37.4035753213,경기 안양시 만안구 안양동 865-2,경기도 안양시 만안구 안양로 364  안양로 364
SF20202,L,3,-1,126.9137045345,37.4255049596,경기 안양시 만안구 석수동 53,경기도 안양시 만안구 삼막로 67
SF20202,L,3,-1,126.9049849457,37.4270433013,경기 안양시 만안구 석수동 산 120-8,경기도 안양시 만안구 경수대로 1351
SF20202,L,3,-1,126.9053358849,37.4262862688,경기 안양시 만안구 석수동 496-7,경기도 안양시 만안구 경수대로 1343 남문철강 경수대로 1343
SF20202,G,3,0,126.9118285341,37.402522084,경기 안양시 만안구 박달동 10-2,경기도 안양시 만안구 박달로 532-1  박달로 532-1
SF20202,G,4,1,127.0637455943,37.064572104,경기 평택시 서정동 911,경기도 평택시 이충로100번길 Jun-73
SF20302,F,.5,1,128.4113505449,36.0365707433,경북 칠곡군 석적읍 포남리 1604-7,경상북도 칠곡군 왜관읍 석적로 436-26
SF20302,F,.5,1,128.4391799863,36.034617607,경북 칠곡군 석적읍 반계리 407-2,경상북도 칠곡군 왜관읍 호국로 608
SF20302,F,.5,1,128.4458930735,36.0396544945,경북 칠곡군 석적읍 망정리 853-2,경상북도 칠곡군 왜관읍 호국로 707-17
SF20302,F,.5,1,128.4723490216,36.0495087263,경북 칠곡군 석적읍 도개리 산 13-2,경상북도 칠곡군 석적읍 도개7길 3
SF20304,F,.5,1,128.3596078739,36.0407250191,경북 칠곡군 약목면 복성리 669-2,경상북도 칠곡군 왜관읍 칠곡대로 586
SF20306,F,.5,1,128.3953532013,36.0250256588,경북 칠곡군 약목면 덕산리 77-3,경상북도 칠곡군 약목면 동안들2길 12 
SF20302,F,.5,1,128.3953993063,36.0255811468,경북 칠곡군 약목면 덕산리 149-4,경상북도 칠곡군 약목면 동안들2길 12
SF20302,F,.5,1,128.3809811604,36.0241827963,경북 칠곡군 약목면 무림리 1285,경상북도 칠곡군 약목면 무림2길 11
SF20302,F,.5,1,128.3848260893,36.0213531226,경북 칠곡군 약목면 관호리 956,경상북도 칠곡군 약목면 무림4길 29
SF20302,F,.5,0,128.3843463737,35.9896215078,경북 칠곡군 기산면 죽전리 104-2,경상북도 칠곡군 기산면 주산로 1253
SF20306,F,.5,2,128.4205494214,36.6395692091,경북 예천군 예천읍 상동리 517-10,경상북도 예천군 예천읍 예지로 1490 예천휴게소 ·황도령휴게가든   
SF20306,J,.5,-2,128.7459971941,36.9026104607,경북 봉화군 봉화읍 유곡리 1052-5,경상북도 봉화군 봉화읍 다덕로 102 
SF20306,F,.5,5,128.7026258177,35.243213499,경남 창원시 의창구 용동 산 32-11,경상남도 창원시 의창구 상남로382번길 50-15 길상사
SF20302,F,.5,4,128.641626205,35.2690189477,경남 창원시 의창구 동읍 용강리 396-1,경상남도 창원시 의창구 동읍 의창대로 449-7 산들농원   
SF20304,F,.5,4,128.6553156272,35.2730565332,경남 창원시 의창구 동읍 용전리 138-2,경상남도 창원시 의창구 동읍 용남길 51-15 
SF20310,F,.5,5,128.8167776258,35.3222829459,경남 김해시 한림면 안하리 1376,경상남도 김해시 한림면 장재로 200
SF20302,F,.5,4,128.8180786696,35.3822250549,경남 밀양시 삼랑진읍 삼랑리 632-4,경상남도 밀양시 삼랑진읍 삼랑1길 40
SF20304,F,.5,4,128.848132094,35.4364424655,경남 밀양시 삼랑진읍 우곡리 산 290-26,경상남도 밀양시 삼랑진읍 우곡2길 11월 14일
SF20302,F,.5,4,128.8520043714,35.4323867505,경남 밀양시 삼랑진읍 우곡리 산 264-3,경상남도 밀양시 삼랑진읍 단장로 80
SF20302,F,.5,4,128.879495924,35.4081572989,경남 밀양시 삼랑진읍 안태리 663-3,경상남도 밀양시 삼랑진읍 천태로 472
SF20306,F,.5,5,128.7166271461,35.3920914372,경남 밀양시 하남읍 귀명리 151-4,경상남도 밀양시 하남읍 귀명3길 4
SF20306,F,.5,3,128.7663005452,35.4183907584,경남 밀양시 상남면 연금리 산 136,경상남도 밀양시 하남읍 상남로 761
SF20302,F,.5,4,128.671264066,35.541663546,경남 밀양시 무안면 동산리 산 95-2,경상남도 밀양시 부북면 창밀로 2522-16
SF20302,F,.5,4,128.6480599245,35.4444340885,경남 밀양시 무안면 성덕리 789-4,경상남도 밀양시 무안면 사명로 225
SF20302,F,.5,5,128.5977479222,35.5703909181,경남 밀양시 청도면 두곡리 산 150-2,경상남도 밀양시 청도면 두곡2길 271
SF20302,F,.5,3,128.4856322068,35.5091498596,경남 창녕군 창녕읍 용석리 1241-1,경상남도 창녕군 창녕읍 골용석길 5
SF20304,F,.5,3,128.5723568043,35.4430202328,경남 창녕군 부곡면 거문리 산 263,경상남도 창녕군 영산면 온천로 427
SF20202,G,3,3,126.9084991622,36.9096937586,경기 평택시 현덕면 권관리 564-21,경기도 평택시 현덕면 평택호길 4
SF20302,F,.5,0,127.1390943127,37.5843234311,경기 구리시 수택동 877-2,경기도 구리시 장자호수길 Aug-76 성덕교회
SF20304,F,.5,0,127.21214759,37.5865505521,경기 남양주시 와부읍 덕소리 473-1,경기도 남양주시 덕소로 85 
SF20302,F,.5,0,127.2696829399,37.6142369136,경기 남양주시 와부읍 월문리 175-2,경기도 남양주시 수레로 621 
SF20302,J,.5,-1,127.3529529343,37.2576810726,경기 이천시 마장면 양촌리 348,경기도 이천시 마장면 마도로 22
SF20306,J,.5,-1,127.379596018,37.254517435,경기 이천시 마장면 이치리 277,경기도 이천시 신둔면 서이천로 224 오천주유소
SF20302,J,.5,-1,127.3675044528,37.2274733007,경기 이천시 마장면 이평리 537,경기도 이천시 호법면 덕평로 774
SF20302,J,.5,-1,127.3778269936,37.2170740714,경기 이천시 마장면 이평리 산 13-5,경기도 이천시 호법면 덕평로 602
SF20302,J,.5,-1,127.3764385037,37.2197053676,경기 이천시 마장면 이평리 149-19,경기도 이천시 호법면 덕평로 643
SF20306,E,.5,3,127.5244509834,37.2247145335,경기 이천시 대월면 장평리 504,경기도 이천시 대월면 경충대로1623번길 11
SF20302,F,.5,1,127.2024572982,37.411329315,경기 광주시 삼동 산 51-7,경기도 광주시 삼지곡길 06월 07일 
SF20302,J,.5,-2,127.2946788545,37.3800417849,경기 광주시 초월읍 쌍동리 산 3-11,경기도 광주시 초월읍 경충대로 1143
SF20302,J,.5,-1,127.3956836852,37.3282719326,경기 광주시 곤지암읍 신촌리 106,경기도 광주시 초월읍 경충대로 35
SF20302,J,.5,-1,127.4003207659,37.3679310932,경기 광주시 곤지암읍 연곡리 7,경기도 광주시 곤지암읍 광여로 603-11
SF20306,J,.5,-2,127.3160364792,37.4704472719,경기 광주시 퇴촌면 도수리 758-6,경기도 광주시 퇴촌면 천진암로 406
SF20306,E,.5,0,127.1959004303,37.4728871401,경기 광주시 남한산성면 검복리 산 185,경기도 광주시 중부면 남한산성로 676
SF20304,F,.5,0,127.196690729,37.9031251244,경기 포천시 신읍동 산 2-36,경기도 포천시 군내면 포천로 1657
SF20304,J,.5,-2,127.1384711755,37.8253444653,경기 포천시 소흘읍 송우리 734,경기도 포천시 소흘읍 태봉로 83 추산마을주공아파트
SF20302,J,.5,-2,127.1437346565,37.8351250097,경기 포천시 소흘읍 송우리 732,경기도 포천시 소흘읍 송선로 13 태봉마을주공아파트 분산상가동   
SF20304,J,.5,-2,127.13923393,37.8291296714,경기 포천시 소흘읍 송우리 734,경기도 포천시 소흘읍 태봉로 126 고운마을주공아파트
SF20302,J,.5,-2,127.1211250329,37.7771867337,경기 포천시 소흘읍 이동교리 518-3,경기도 포천시 소흘읍 광릉수목원로 1124
SF20304,J,.5,-2,127.1147932308,37.7780779699,경기 포천시 소흘읍 이동교리 782-89,경기도 포천시 호국로5번길 2 축석검문소
SF20302,J,.5,-2,127.1670487346,37.8029635129,경기 포천시 소흘읍 고모리 922-1,경기도 포천시 소흘읍 한성3길 24-66
SF20302,J,.5,-2,127.1391430749,37.8054416924,경기 포천시 소흘읍 무봉리 산 33-2,경기도 포천시 소흘읍 소흘로24번길 32-36
SF20304,F,.5,0,127.2095529458,37.8921727249,경기 포천시 군내면 구읍리 산 1-7,경기도 포천시 군내면 포천로 1493
SF20302,F,.5,0,127.1980342971,37.8714516395,경기 포천시 군내면 유교리 1047-2,경기도 포천시 군내면 유교로153번길 1
SF20304,F,.5,0,127.20756938,37.8962020863,경기 포천시 군내면 하성북리 673-3,경기도 포천시 군내면 포천로 1538
SF20304,J,.5,-1,127.2106076882,37.824100337,경기 포천시 가산면 우금리 산 101-1,경기도 포천시 군내면 진금로 134
SF20302,J,.5,-2,127.2068672557,37.906067993,경기 포천시 신북면 가채리 773-1,경기도 포천시 신북면 왕방로 307
SF20304,J,.5,-2,127.2030367318,37.938278684,경기 포천시 신북면 신평리 산 55-9,경기도 포천시 신북면 청신로 1899
SF20304,J,.5,-2,127.1886266559,37.9234459618,경기 포천시 신북면 심곡리 산 47-12,경기도 포천시 포천로1967번길 43 
SF20304,J,.5,-2,127.1887715635,37.9247005724,경기 포천시 신북면 심곡리 산 42-3,경기도 포천시 신북면 포천로1967번길 25
SF20306,J,.5,-1,127.2435661013,37.9934089154,경기 포천시 영중면 양문리 산 74-9,경기도 포천시 소흘읍 호국로 2806
SF20306,J,.5,-1,127.2474026759,38.0148807899,경기 포천시 영중면 성동리 891-10,경기도 포천시 호국로 3057 
SF20302,J,.5,-1,127.2472958787,38.0147525799,경기 포천시 영중면 성동리 895-1,경기도 포천시 소흘읍 호국로 3048
SF20306,J,.5,-1,127.2594251142,38.0252231318,경기 포천시 영중면 성동리 451-14,경기도 포천시 영중면 성장로 4
SF20306,J,.5,-1,127.2591962605,38.025033868,경기 포천시 영중면 성동리 451-14,경기도 포천시 영중면 성장로 8
SF20302,J,.5,-1,127.2098849413,38.0169741632,경기 포천시 영중면 영평리 364-1,경기도 포천시 창수면 전영로 1353
SF20302,J,.5,-1,127.2095340326,38.0166811097,경기 포천시 영중면 영평리 368-4,경기도 포천시 창수면 전영로 1353
SF20310,F,.5,0,127.0706203175,37.9880733149,경기 연천군 청산면 초성리 368-45,경기도 연천군 연천읍 평화로 166
SF20302,F,.5,1,127.9169792779,37.0147546954,충북 충주시 목행동 675-2,충청북도 충주시 행정13길 1 
SF20302,F,.5,1,127.9342276169,37.0166964564,충북 충주시 목행동 241-4,충청북도 충주시 국원대로 524 
SF20302,F,.5,0,127.9280819567,37.0380156568,충북 충주시 금가면 사암리 40,충청북도 충주시 금가면 대미길 121
SF20304,F,.5,0,128.035869839,37.1430681714,충북 제천시 백운면 모정리 275-27,충청북도 제천시 백운면 금봉로 132
SF20304,F,.5,0,128.3685477214,36.8022585609,충북 단양군 대강면 올산리 산 74-59,충청북도 단양군 대강면 도효자로 2320 저수령주유소
SF20302,F,.5,0,128.3034485853,36.9202706591,충북 단양군 단성면 대잠리 574,충청북도 단양군 대강면 선암계곡로 1491 창고
SF20306,J,.5,-1,127.1803483871,36.7485362337,충남 천안시 동남구 목천읍 도장리 268-7,충청남도 천안시 동남구 목천읍 도장1길 Nov-73
SF20302,J,.5,-1,127.2179211084,36.7479737052,충남 천안시 동남구 성남면 용원리 614-1,충청남도 천안시 동남구 목천읍 성남로 292 (주)이코프내쇼날스타치중앙연구소 성남로 292
SF20306,E,.5,3,127.2745805755,36.7543501574,충남 천안시 동남구 성남면 화성리 28-12,충청남도 천안시 동남구 북면 5산단로 290-80
SF20302,J,.5,-1,127.2844668006,36.7351755248,충남 천안시 동남구 수신면 속창리 159-8,충청남도 천안시 동남구 수신면 수신로 496 (주)동서산업롤   
SF20302,J,.5,-1,127.2622175022,36.7268712021,충남 천안시 동남구 수신면 신풍리 산 84-3,충청남도 천안시 동남구 목천읍 성남로 769 꼬꼬치킨 성남로 769
SF20302,J,.5,-1,127.2825910979,36.7254934242,충남 천안시 동남구 수신면 발산리 35-5,충청남도 천안시 동남구 수신면 발산1길 51  발산1길 51
SF20302,F,.5,0,127.3023697989,36.7544594433,충남 천안시 동남구 병천면 탑원리 379-7,충청남도 천안시 동남구 병천면 탑원1길 35  탑원1길 35
SF20302,J,.5,-1,127.1272215187,36.9269507165,충남 천안시 서북구 성환읍 성환리 633,충청남도 천안시 서북구 성환읍 성환1로 363 광신산업   
SF20302,J,.5,-1,127.123958104,36.8675230664,충남 천안시 서북구 직산읍 모시리 311-1,충청남도 천안시 서북구 직산읍 4산단7로 90
SF20204,G,3,3,126.5293765401,35.2415036343,전남 영광군 묘량면 신천리 1097-1,전라남도 영광군 영광읍 묘량로1길 Sep-34
SF20204,G,3,3,126.5318185016,35.2386208435,전남 영광군 묘량면 신천리 산 244-30,전라남도 영광군 영광읍 묘량로1길 10월 14일 신천1리경로당
SF20302,F,.5,2,129.2027706931,35.8331551955,경북 경주시 사정동 498-38,경상북도 경주시 첨성로 9 
SF20302,F,.5,2,129.2029020883,35.83308518,경북 경주시 사정동 498-38,경상북도 경주시 첨성로 9 
SF20306,F,.5,2,129.2452131126,35.9531730048,경북 경주시 강동면 모서리 1098-70,경상북도 경주시 외동읍 산업로 5335 경주고속가스충전소
SF20302,F,.5,2,129.2528409166,35.9851626829,경북 경주시 강동면 오금리 981-5,경상북도 경주시 강동면 오금낙산길 103
